Id,Label,timeset,Degree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Authority,Hub,modularity_class,pageranks,componentnumber,clustering,triangles,eigencentrality
113154773924849387260,113154773924849387260,,4,4,4,0.349419,0.382644,91.876074,0.021954,0.021977,4,0.000192,0,0.833333,5,0.037279
106223273394899986618,106223273394899986618,,4,4,4,0.347499,0.380009,91.876074,0.019582,0.019603,4,0.00019,0,0.833333,5,0.033617
114618043230336563405,114618043230336563405,,6,6,3,0.432348,0.448307,11111.34943,0.028988,0.029018,4,0.000294,0,0.6,9,0.056224
107161758471284783023,107161758471284783023,,5,5,4,0.35013,0.38369,95.81882,0.026685,0.026713,4,0.000227,0,0.8,8,0.044262
102150693225130002912,102150693225130002912,,5,5,3,0.443951,0.458304,19926.81832,0.02164,0.021663,4,0.000288,0,0.5,5,0.048817
104482086818095930400,104482086818095930400,,2,2,4,0.403622,0.425017,0,0.004232,0.004237,3,0.000172,0,1,1,0.025555
116059703588219590243,116059703588219590243,,1,1,4,0.292108,0.309037,0,0.004731,0.004736,4,0.00007,0,0,0,0.006984
102341149880761839470,102341149880761839470,,3,3,4,0.346101,0.377993,0,0.018824,0.018845,4,0.000156,0,1,3,0.032394
106707821265981413302,106707821265981413302,,5,5,4,0.35013,0.38369,95.81882,0.026685,0.026713,4,0.000227,0,0.8,8,0.044262
111004328782782734958,111004328782782734958,,4,4,4,0.347499,0.380009,91.876074,0.019582,0.019603,4,0.00019,0,0.833333,5,0.033617
116200892915573902040,116200892915573902040,,4,4,4,0.346408,0.378497,2.058276,0.021526,0.021549,4,0.000188,0,0.666667,4,0.03628
114274687956791581923,114274687956791581923,,3,3,4,0.473835,0.48233,8102.227219,0.013251,0.013267,2,0.000222,0,0.666667,2,0.043417
116539512926812481317,116539512926812481317,,3,3,4,0.346101,0.377993,0,0.018824,0.018845,4,0.000156,0,1,3,0.032394
109398421611492546729,109398421611492546729,,5,5,4,0.349135,0.382334,2.058276,0.026067,0.026094,4,0.000225,0,0.8,8,0.043186
109923941665874520762,109923941665874520762,,1,1,4,0.330744,0.359994,0,0.00193,0.001932,0,0.000105,0,0,0,0.013593
115027126761228160442,115027126761228160442,,3,3,4,0.346101,0.377993,0,0.018824,0.018845,4,0.000156,0,1,3,0.032394
103721531088765428547,103721531088765428547,,5,5,4,0.349135,0.382334,2.058276,0.026067,0.026094,4,0.000225,0,0.8,8,0.043186
105366745723396342244,105366745723396342244,,5,5,4,0.35013,0.38369,95.81882,0.026685,0.026713,4,0.000227,0,0.8,8,0.044262
117556389603643931415,117556389603643931415,,5,5,4,0.35013,0.38369,95.81882,0.026685,0.026713,4,0.000227,0,0.8,8,0.044262
105118981108167668145,105118981108167668145,,6,6,4,0.350244,0.383922,97.877096,0.029387,0.029418,4,0.00026,0,0.733333,11,0.048149
101948839174240778386,101948839174240778386,,6,6,4,0.350244,0.383922,97.877096,0.029387,0.029418,4,0.00026,0,0.733333,11,0.048149
104687831543694050353,104687831543694050353,,6,6,4,0.350244,0.383922,97.877096,0.029387,0.029418,4,0.00026,0,0.733333,11,0.048149
109051167482734565875,109051167482734565875,,2,2,4,0.403622,0.425017,0,0.004232,0.004237,3,0.000172,0,1,1,0.025555
110260043240685719403,110260043240685719403,,2,2,4,0.421089,0.438193,0,0.011322,0.011334,2,0.000153,0,1,1,0.029824
112440306961270690573,112440306961270690573,,3,3,4,0.346101,0.377993,0,0.018824,0.018845,4,0.000156,0,1,3,0.032394
101487052574943452610,101487052574943452610,,3,3,4,0.346101,0.377993,0,0.018824,0.018845,4,0.000156,0,1,3,0.032394
104619747503393735851,104619747503393735851,,2,2,4,0.433306,0.449353,8102.227219,0.010949,0.010962,2,0.000155,0,0,0,0.031455
108551811075711499995,108551811075711499995,,4,4,3,0.428173,0.444393,3132.631735,0.019182,0.019203,4,0.000224,0,0.5,3,0.041693
111435079858164240138,111435079858164240138,,6,6,4,0.349988,0.383574,108.694733,0.025935,0.025962,4,0.000262,0,0.8,12,0.043328
107565646610688820163,107565646610688820163,,5,5,4,0.35013,0.38369,95.81882,0.026685,0.026713,4,0.000227,0,0.8,8,0.044262
111121994667003605939,111121994667003605939,,6,6,4,0.350244,0.383922,97.877096,0.029387,0.029418,4,0.00026,0,0.733333,11,0.048149
115655034901162574758,115655034901162574758,,2,2,4,0.363137,0.389774,3435.78056,0.00525,0.005256,4,0.00014,0,0,0,0.018556
109201681846030076792,109201681846030076792,,2,2,4,0.343119,0.373731,0,0.010298,0.010309,4,0.000123,0,1,1,0.020025
108825437933998119624,108825437933998119624,,5,5,4,0.349533,0.382876,92.919303,0.024656,0.024682,4,0.000225,0,0.8,8,0.041165
111538009015644508967,111538009015644508967,,3,3,4,0.473835,0.48233,8102.227219,0.013251,0.013267,2,0.000222,0,0.666667,2,0.043417
115204885226017473151,115204885226017473151,,4,4,4,0.346408,0.378497,2.058276,0.021526,0.021549,4,0.000188,0,0.666667,4,0.03628
117757565120070816446,117757565120070816446,,2,2,4,0.421089,0.438193,0,0.011322,0.011334,2,0.000153,0,1,1,0.029824
117091380454742934025,117091380454742934025,,1,1,4,0.341729,0.372278,0,0.009019,0.009029,2,0.000085,0,0,0,0.017862
108640673873589796416,108640673873589796416,,6,6,4,0.350244,0.383922,97.877096,0.029387,0.029418,4,0.00026,0,0.733333,11,0.048149
103171849011748425097,103171849011748425097,,3,3,4,0.4132,0.434666,0,0.004936,0.004941,1,0.000235,0,1,3,0.030094
107583881769758392932,107583881769758392932,,5,5,4,0.35013,0.38369,95.81882,0.026685,0.026713,4,0.000227,0,0.8,8,0.044262
116979744203859215898,116979744203859215898,,5,5,4,0.347949,0.380706,91.876074,0.020861,0.020882,4,0.000227,0,0.9,9,0.03578
116229548584533052328,116229548584533052328,,3,3,4,0.346101,0.377993,0,0.018824,0.018845,4,0.000156,0,1,3,0.032394
112579116320573535497,112579116320573535497,,3,3,4,0.346101,0.377993,0,0.018824,0.018845,4,0.000156,0,1,3,0.032394
117297867503542100495,117297867503542100495,,4,4,4,0.348966,0.382024,0,0.023365,0.02339,4,0.000192,0,1,6,0.0393
109266052612007295479,109266052612007295479,,6,6,4,0.349988,0.383574,108.694733,0.025935,0.025962,4,0.000262,0,0.8,12,0.043328
108246154658242260598,108246154658242260598,,6,6,4,0.350244,0.383922,97.877096,0.029387,0.029418,4,0.00026,0,0.733333,11,0.048149
103103834116993607848,103103834116993607848,,7,7,4,0.350673,0.384581,128.312878,0.030666,0.030698,4,0.000297,0,0.714286,15,0.050312
101052845941647002594,101052845941647002594,,6,6,4,0.350244,0.383922,97.877096,0.029387,0.029418,4,0.00026,0,0.733333,11,0.048149
110560093627011023241,110560093627011023241,,3,3,4,0.346101,0.377993,0,0.018824,0.018845,4,0.000156,0,1,3,0.032394
106910495542306514033,106910495542306514033,,4,4,4,0.348966,0.382024,0,0.023365,0.02339,4,0.000192,0,1,6,0.0393
115507658258745024139,115507658258745024139,,5,5,4,0.349135,0.382334,2.058276,0.026067,0.026094,4,0.000225,0,0.8,8,0.043186
116207116265059961468,116207116265059961468,,1,1,4,0.341729,0.372278,0,0.009019,0.009029,2,0.000085,0,0,0,0.017862
100872931924256445066,100872931924256445066,,4,4,4,0.348966,0.382024,0,0.023365,0.02339,4,0.000192,0,1,6,0.0393
104174037294742207726,104174037294742207726,,5,5,4,0.35013,0.38369,95.81882,0.026685,0.026713,4,0.000227,0,0.8,8,0.044262
104743018975943257212,104743018975943257212,,4,4,4,0.348966,0.382024,0,0.023365,0.02339,4,0.000192,0,1,6,0.0393
106682831104422461380,106682831104422461380,,6,6,4,0.350244,0.383922,97.877096,0.029387,0.029418,4,0.00026,0,0.733333,11,0.048149
107045935786045013731,107045935786045013731,,1,1,4,0.341729,0.372278,0,0.009019,0.009029,2,0.000085,0,0,0,0.017862
111514703680615678387,111514703680615678387,,2,2,4,0.29465,0.31326,0,0.009805,0.009815,4,0.000105,0,1,1,0.014532
110701307803962595019,110701307803962595019,,3,3,4,0.473835,0.48233,8102.227219,0.013251,0.013267,2,0.000222,0,0.666667,2,0.043417
103875235756094794972,103875235756094794972,,3,3,4,0.346101,0.377993,0,0.018824,0.018845,4,0.000156,0,1,3,0.032394
117665613028757061169,117665613028757061169,,4,4,3,0.441219,0.455902,14888.106695,0.012283,0.012297,4,0.000242,0,0.166667,1,0.037501
102604554618567108175,102604554618567108175,,5,5,4,0.35013,0.38369,95.81882,0.026685,0.026713,4,0.000227,0,0.8,8,0.044262
104298156070730115178,104298156070730115178,,6,6,4,0.350244,0.383922,97.877096,0.029387,0.029418,4,0.00026,0,0.733333,11,0.048149
107892094740226004193,107892094740226004193,,5,5,4,0.35013,0.38369,95.81882,0.026685,0.026713,4,0.000227,0,0.8,8,0.044262
101035116763922344248,101035116763922344248,,5,5,4,0.35013,0.38369,95.81882,0.026685,0.026713,4,0.000227,0,0.8,8,0.044262
117220229319287930142,117220229319287930142,,6,6,4,0.350244,0.383922,97.877096,0.029387,0.029418,4,0.00026,0,0.733333,11,0.048149
106792630639449031994,106792630639449031994,,3,3,4,0.4132,0.434666,0,0.004936,0.004941,1,0.000235,0,1,3,0.030094
101692096009250888838,101692096009250888838,,7,7,4,0.350673,0.384581,128.312878,0.030666,0.030698,4,0.000297,0,0.714286,15,0.050312
102029070250833342844,102029070250833342844,,3,3,4,0.346101,0.377993,0,0.018824,0.018845,4,0.000156,0,1,3,0.032394
115970504272079730559,115970504272079730559,,5,5,4,0.349135,0.382334,2.058276,0.026067,0.026094,4,0.000225,0,0.8,8,0.043186
107958711860940415885,107958711860940415885,,3,3,3,0.422578,0.439161,147.883466,0.012601,0.012614,4,0.00019,0,0.666667,2,0.031987
101682840338947184385,101682840338947184385,,5,5,4,0.35013,0.38369,95.81882,0.026685,0.026713,4,0.000227,0,0.8,8,0.044262
109817727257275224234,109817727257275224234,,5,5,4,0.35013,0.38369,95.81882,0.026685,0.026713,4,0.000227,0,0.8,8,0.044262
105095083538991543994,105095083538991543994,,1,1,4,0.330744,0.359994,0,0.00193,0.001932,0,0.000105,0,0,0,0.013593
103833388179391400138,103833388179391400138,,5,5,4,0.35013,0.38369,95.81882,0.026685,0.026713,4,0.000227,0,0.8,8,0.044262
105340385291038463121,105340385291038463121,,5,5,4,0.347949,0.380706,91.876074,0.020861,0.020882,4,0.000227,0,0.9,9,0.03578
109590423597896078382,109590423597896078382,,6,6,3,0.445054,0.459312,31530.268785,0.028615,0.028646,4,0.000297,0,0.533333,8,0.057855
106979372492552141708,106979372492552141708,,2,2,4,0.403622,0.425017,0,0.004232,0.004237,3,0.000172,0,1,1,0.025555
113127486243987630038,113127486243987630038,,6,6,4,0.350244,0.383922,97.877096,0.029387,0.029418,4,0.00026,0,0.733333,11,0.048149
100333543044473222310,100333543044473222310,,7,7,4,0.350673,0.384581,128.312878,0.030666,0.030698,4,0.000297,0,0.714286,15,0.050312
114850559479625069262,114850559479625069262,,7,7,4,0.350673,0.384581,128.312878,0.030666,0.030698,4,0.000297,0,0.714286,15,0.050312
100042589426158562339,100042589426158562339,,4,4,4,0.348966,0.382024,0,0.023365,0.02339,4,0.000192,0,1,6,0.0393
114334979365075139609,114334979365075139609,,1,1,4,0.341729,0.372278,0,0.009019,0.009029,2,0.000085,0,0,0,0.017862
101547242940587948399,101547242940587948399,,5,5,4,0.35013,0.38369,95.81882,0.026685,0.026713,4,0.000227,0,0.8,8,0.044262
101222125576635425546,101222125576635425546,,1,1,4,0.36225,0.37778,0,0.002303,0.002305,3,0.000102,0,0,0,0.011962
104424338679069151673,104424338679069151673,,6,6,4,0.350244,0.383922,97.877096,0.029387,0.029418,4,0.00026,0,0.733333,11,0.048149
116807883656585676940,116807883656585676940,,4,4,3,0.44,0.454855,23859.11823,0.020754,0.020777,4,0.000225,0,0.5,3,0.045987
117296255407633884056,117296255407633884056,,7,7,4,0.350673,0.384581,128.312878,0.030666,0.030698,4,0.000297,0,0.714286,15,0.050312
111035851894814840076,111035851894814840076,,3,3,4,0.346101,0.377993,0,0.018824,0.018845,4,0.000156,0,1,3,0.032394
117144151300189136236,117144151300189136236,,6,6,4,0.350244,0.383922,97.877096,0.029387,0.029418,4,0.00026,0,0.733333,11,0.048149
107538503004482952974,107538503004482952974,,6,6,3,0.432348,0.448307,11111.34943,0.028988,0.029018,4,0.000294,0,0.6,9,0.056224
113064201123974964733,113064201123974964733,,5,5,4,0.347949,0.380706,91.876074,0.020861,0.020882,4,0.000227,0,0.9,9,0.03578
103712172077289099783,103712172077289099783,,1,1,4,0.341729,0.372278,0,0.009019,0.009029,2,0.000085,0,0,0,0.017862
100327603635717936220,100327603635717936220,,7,7,4,0.350673,0.384581,128.312878,0.030666,0.030698,4,0.000297,0,0.714286,15,0.050312
106250907587375690171,106250907587375690171,,1,1,4,0.341729,0.372278,0,0.009019,0.009029,2,0.000085,0,0,0,0.017862
109980414289125676367,109980414289125676367,,6,6,4,0.350244,0.383922,97.877096,0.029387,0.029418,4,0.00026,0,0.733333,11,0.048149
117670425425169905243,117670425425169905243,,5,5,4,0.35013,0.38369,95.81882,0.026685,0.026713,4,0.000227,0,0.8,8,0.044262
112374836634096795698,112374836634096795698,,3,3,3,0.433088,0.448733,5741.892273,0.008773,0.008782,4,0.000209,0,0.333333,1,0.032461
113649228054857237498,113649228054857237498,,5,5,4,0.349135,0.382334,2.058276,0.026067,0.026094,4,0.000225,0,0.8,8,0.043186
112063946124358686266,112063946124358686266,,6,6,3,0.492274,0.495234,21310.260648,0.019775,0.019796,4,0.00036,0,0.466667,7,0.057025
110656986166810342588,110656986166810342588,,4,4,4,0.348966,0.382024,0,0.023365,0.02339,4,0.000192,0,1,6,0.0393
114985346359714431656,114985346359714431656,,1,1,4,0.341729,0.372278,0,0.009019,0.009029,2,0.000085,0,0,0,0.017862
118323006760401758037,118323006760401758037,,3,3,4,0.346101,0.377993,0,0.018824,0.018845,4,0.000156,0,1,3,0.032394
102615863344410467759,102615863344410467759,,4,4,3,0.402,0.41905,7711.962361,0.010867,0.010878,4,0.000237,0,0.333333,2,0.02837
108657110797634380814,108657110797634380814,,4,4,4,0.348966,0.382024,0,0.023365,0.02339,4,0.000192,0,1,6,0.0393
103912470393680459414,103912470393680459414,,4,4,4,0.348966,0.382024,0,0.023365,0.02339,4,0.000192,0,1,6,0.0393
115106448444522478339,115106448444522478339,,4,4,4,0.347499,0.380009,91.876074,0.019582,0.019603,4,0.00019,0,0.833333,5,0.033617
111716948575577959969,111716948575577959969,,4,4,4,0.348966,0.382024,0,0.023365,0.02339,4,0.000192,0,1,6,0.0393
102965501513711820631,102965501513711820631,,6,6,4,0.350244,0.383922,97.877096,0.029387,0.029418,4,0.00026,0,0.733333,11,0.048149
101872015774361781592,101872015774361781592,,6,6,4,0.350244,0.383922,97.877096,0.029387,0.029418,4,0.00026,0,0.733333,11,0.048149
113768306902375393490,113768306902375393490,,6,6,4,0.350244,0.383922,97.877096,0.029387,0.029418,4,0.00026,0,0.733333,11,0.048149
105086795356637922650,105086795356637922650,,6,6,4,0.350244,0.383922,97.877096,0.029387,0.029418,4,0.00026,0,0.733333,11,0.048149
101748070371523002333,101748070371523002333,,4,4,4,0.347499,0.380009,91.876074,0.019582,0.019603,4,0.00019,0,0.833333,5,0.033617
111135306200683567183,111135306200683567183,,5,5,4,0.347949,0.380706,91.876074,0.020861,0.020882,4,0.000227,0,0.9,9,0.03578
117609108850021717306,117609108850021717306,,3,3,4,0.346101,0.377993,0,0.018824,0.018845,4,0.000156,0,1,3,0.032394
106204349636430606809,106204349636430606809,,4,4,4,0.349419,0.382644,91.876074,0.021954,0.021977,4,0.000192,0,0.833333,5,0.037279
110456453592220725136,110456453592220725136,,6,6,4,0.350244,0.383922,97.877096,0.029387,0.029418,4,0.00026,0,0.733333,11,0.048149
111983095812878629768,111983095812878629768,,3,3,4,0.346101,0.377993,0,0.018824,0.018845,4,0.000156,0,1,3,0.032394
113715935026755255296,113715935026755255296,,3,3,4,0.346101,0.377993,0,0.018824,0.018845,4,0.000156,0,1,3,0.032394
113202456305358222294,113202456305358222294,,4,4,4,0.346408,0.378497,2.058276,0.021526,0.021549,4,0.000188,0,0.666667,4,0.03628
107765155354887834405,107765155354887834405,,1,1,4,0.36225,0.37778,0,0.002303,0.002305,3,0.000102,0,0,0,0.011962
108694582668354051462,108694582668354051462,,2,2,4,0.29465,0.31326,0,0.009805,0.009815,4,0.000105,0,1,1,0.014532
109383523392433949793,109383523392433949793,,2,2,4,0.291179,0.306634,0,0.006022,0.006028,4,0.000103,0,1,1,0.008849
113625462103500841369,113625462103500841369,,3,3,3,0.422578,0.439161,147.883466,0.012601,0.012614,4,0.00019,0,0.666667,2,0.031987
116196023757975181048,116196023757975181048,,3,3,4,0.346101,0.377993,0,0.018824,0.018845,4,0.000156,0,1,3,0.032394
117746064116017163300,117746064116017163300,,4,4,4,0.349419,0.382644,91.876074,0.021954,0.021977,4,0.000192,0,0.833333,5,0.037279
111056444123779199997,111056444123779199997,,5,5,4,0.35013,0.38369,95.81882,0.026685,0.026713,4,0.000227,0,0.8,8,0.044262
104178723837900724588,104178723837900724588,,3,3,4,0.346213,0.378148,0,0.014839,0.014854,4,0.000159,0,1,3,0.026931
101799324245089780949,101799324245089780949,,4,4,4,0.348966,0.382024,0,0.023365,0.02339,4,0.000192,0,1,6,0.0393
102204551868146455501,102204551868146455501,,3,3,4,0.346101,0.377993,0,0.018824,0.018845,4,0.000156,0,1,3,0.032394
107332232527606860180,107332232527606860180,,6,6,4,0.350244,0.383922,97.877096,0.029387,0.029418,4,0.00026,0,0.733333,11,0.048149
115695578304416858659,115695578304416858659,,3,3,4,0.4132,0.434666,0,0.004936,0.004941,1,0.000235,0,1,3,0.030094
104508507682767510004,104508507682767510004,,6,6,4,0.350244,0.383922,97.877096,0.029387,0.029418,4,0.00026,0,0.733333,11,0.048149
107211094246725549672,107211094246725549672,,2,2,4,0.343147,0.37377,0,0.011721,0.011734,4,0.000118,0,1,1,0.021748
103839604733587411268,103839604733587411268,,4,4,4,0.348966,0.382024,0,0.023365,0.02339,4,0.000192,0,1,6,0.0393
111058843129764709244,111058843129764709244,,5,5,4,0.35013,0.38369,95.81882,0.026685,0.026713,4,0.000227,0,0.8,8,0.044262
112353210404102902472,112353210404102902472,,8,8,3,0.432914,0.448965,12538.380836,0.032969,0.033003,4,0.000365,0,0.571429,16,0.062273
104273533877175622849,104273533877175622849,,3,3,4,0.346101,0.377993,0,0.018824,0.018845,4,0.000156,0,1,3,0.032394
111499908439497508351,111499908439497508351,,4,4,4,0.485714,0.49101,11852.601314,0.013955,0.013971,1,0.000286,0,0.666667,4,0.047957
104737437767089317857,104737437767089317857,,5,5,4,0.35013,0.38369,95.81882,0.026685,0.026713,4,0.000227,0,0.8,8,0.044262
101625160056474857859,101625160056474857859,,5,5,4,0.349135,0.382334,2.058276,0.026067,0.026094,4,0.000225,0,0.8,8,0.043186
112798516308771746920,112798516308771746920,,3,3,3,0.422578,0.439161,147.883466,0.012601,0.012614,4,0.00019,0,0.666667,2,0.031987
104401121686781166984,104401121686781166984,,6,6,4,0.350244,0.383922,97.877096,0.029387,0.029418,4,0.00026,0,0.733333,11,0.048149
103145081878594422544,103145081878594422544,,6,6,4,0.350244,0.383922,97.877096,0.029387,0.029418,4,0.00026,0,0.733333,11,0.048149
106198127150293840110,106198127150293840110,,6,6,4,0.350244,0.383922,97.877096,0.029387,0.029418,4,0.00026,0,0.733333,11,0.048149
118230138066120295920,118230138066120295920,,7,7,4,0.350673,0.384581,128.312878,0.030666,0.030698,4,0.000297,0,0.714286,15,0.050312
115947571425501492839,115947571425501492839,,1,1,5,0.306842,0.32084,0,0.000704,0.000704,1,0.000098,0,0,0,0.00454
107760322959931160638,107760322959931160638,,5,5,4,0.349135,0.382334,2.058276,0.026067,0.026094,4,0.000225,0,0.8,8,0.043186
115450369001355623660,115450369001355623660,,6,6,4,0.350244,0.383922,97.877096,0.029387,0.029418,4,0.00026,0,0.733333,11,0.048149
107358865307002159479,107358865307002159479,,4,4,4,0.348966,0.382024,0,0.023365,0.02339,4,0.000192,0,1,6,0.0393
102974470354076977489,102974470354076977489,,1,1,5,0.281811,0.294866,0,0.002702,0.002705,4,0.000068,0,0,0,0.003886
109823866624096356922,109823866624096356922,,4,4,4,0.299513,0.32227,1.043229,0.015637,0.015653,4,0.000175,0,0.833333,5,0.023303
116594199576805510790,116594199576805510790,,3,3,4,0.473835,0.48233,8102.227219,0.013251,0.013267,2,0.000222,0,0.666667,2,0.043417
106189723444098348646,106189723444098348646,,6,6,3,0.49585,0.497675,35032.600293,0.023227,0.023252,4,0.000357,0,0.466667,7,0.061846
107182023412675026262,107182023412675026262,,5,5,4,0.35013,0.38369,95.81882,0.026685,0.026713,4,0.000227,0,0.8,8,0.044262
114241302906882346008,114241302906882346008,,1,1,4,0.341729,0.372278,0,0.009019,0.009029,2,0.000085,0,0,0,0.017862
116634208853439812955,116634208853439812955,,6,6,4,0.349988,0.383574,108.694733,0.025935,0.025962,4,0.000262,0,0.8,12,0.043328
114199219545463600767,114199219545463600767,,2,2,4,0.433306,0.449353,8102.227219,0.010949,0.010962,2,0.000155,0,0,0,0.031455
102285954355508747800,102285954355508747800,,1,1,4,0.341729,0.372278,0,0.009019,0.009029,2,0.000085,0,0,0,0.017862
114717554329322767813,114717554329322767813,,4,4,4,0.346408,0.378497,2.058276,0.021526,0.021549,4,0.000188,0,0.666667,4,0.03628
115541776543203333211,115541776543203333211,,2,2,4,0.29465,0.31326,0,0.009805,0.009815,4,0.000105,0,1,1,0.014532
102341630040060852330,102341630040060852330,,6,6,4,0.350244,0.383922,97.877096,0.029387,0.029418,4,0.00026,0,0.733333,11,0.048149
112425531150945810444,112425531150945810444,,4,4,4,0.349419,0.382644,91.876074,0.021954,0.021977,4,0.000192,0,0.833333,5,0.037279
117765521878416995230,117765521878416995230,,1,1,4,0.270554,0.283074,0,0.00332,0.003324,4,0.00007,0,0,0,0.004963
112451486399280374785,112451486399280374785,,1,1,4,0.292964,0.309599,0,0.004541,0.004545,4,0.000071,0,0,0,0.006906
113211392356513293746,113211392356513293746,,5,5,4,0.349135,0.382334,2.058276,0.026067,0.026094,4,0.000225,0,0.8,8,0.043186
111513549056668450674,111513549056668450674,,5,5,4,0.347949,0.380706,91.876074,0.020861,0.020882,4,0.000227,0,0.9,9,0.03578
111649579223579960688,111649579223579960688,,6,6,4,0.350244,0.383922,97.877096,0.029387,0.029418,4,0.00026,0,0.733333,11,0.048149
111566503164646157856,111566503164646157856,,4,4,4,0.348966,0.382024,0,0.023365,0.02339,4,0.000192,0,1,6,0.0393
118207880179234484610,118207880179234484610,,4,4,4,0.485714,0.49101,11852.601314,0.013955,0.013971,1,0.000286,0,0.666667,4,0.047957
108859163880818889435,108859163880818889435,,5,5,4,0.347949,0.380706,91.876074,0.020861,0.020882,4,0.000227,0,0.9,9,0.03578
101475898311559705983,101475898311559705983,,5,5,4,0.347949,0.380706,91.876074,0.020861,0.020882,4,0.000227,0,0.9,9,0.03578
114632854492678778509,114632854492678778509,,2,2,4,0.337651,0.370379,0,0.002633,0.002636,1,0.000168,0,1,1,0.018133
114066634313661891222,114066634313661891222,,3,3,4,0.346101,0.377993,0,0.018824,0.018845,4,0.000156,0,1,3,0.032394
109446005446985447768,109446005446985447768,,5,5,4,0.349135,0.382334,2.058276,0.026067,0.026094,4,0.000225,0,0.8,8,0.043186
116200608786204359811,116200608786204359811,,3,3,4,0.346101,0.377993,0,0.018824,0.018845,4,0.000156,0,1,3,0.032394
100854202666064752024,100854202666064752024,,3,3,4,0.473835,0.48233,8102.227219,0.013251,0.013267,2,0.000222,0,0.666667,2,0.043417
104071290613089947685,104071290613089947685,,3,3,4,0.346101,0.377993,0,0.018824,0.018845,4,0.000156,0,1,3,0.032394
107959790171356428064,107959790171356428064,,2,2,4,0.29465,0.31326,0,0.009805,0.009815,4,0.000105,0,1,1,0.014532
114870652491954460386,114870652491954460386,,5,5,4,0.35013,0.38369,95.81882,0.026685,0.026713,4,0.000227,0,0.8,8,0.044262
110348137481819778312,110348137481819778312,,6,6,4,0.349988,0.383574,108.694733,0.025935,0.025962,4,0.000262,0,0.8,12,0.043328
117382255404511271142,117382255404511271142,,5,5,4,0.347949,0.380706,91.876074,0.020861,0.020882,4,0.000227,0,0.9,9,0.03578
102744972162477610699,102744972162477610699,,4,4,4,0.347415,0.379892,95.81882,0.022144,0.022168,4,0.00019,0,0.666667,4,0.037357
114497068161438955067,114497068161438955067,,1,1,4,0.341729,0.372278,0,0.009019,0.009029,2,0.000085,0,0,0,0.017862
